Time,Throughput,Latency,CPU Usage,Memory Usage
0.0,1.3509677936827296,1.0807742349461837,0.32484029971219347,0.43726044956829024
0.01001001001001001,1.8144930758291142,1.4515944606632916,0.33336315790802645,0.4500447368620397
0.02002002002002002,1.8902681441291578,1.5122145153033264,0.33475643716759634,0.45213465575139455
0.03003003003003003,1.641173512931424,1.3129388103451394,0.3301763240630621,0.4452644860945931
0.04004004004004004,1.6042905689695186,1.2834324551756149,0.3294981558738825,0.44424723381082376
0.050050050050050046,1.6318630419278217,1.3054904335422575,0.3300051320544349,0.44500769808165236
0.06006006006006006,1.758864360692732,1.4070914885541859,0.3323403104626221,0.44851046569393316
0.07007007007007007,1.689278225527863,1.3514225804222906,0.3310608273680647,0.4465912410520971
0.08008008008008008,2.105533207814463,1.6844265662515703,0.3387145246397861,0.4580717869596791
0.09009009009009009,1.9091639913023657,1.5273311930418927,0.3351038758773074,0.4526558138159611
0.10010010010010009,2.45675813580307,1.1756274657237105,0.32484029971219347,0.43726044956829024
0.11011011011011011,2.0268768119321914,1.4360379595640727,0.3337405040037158,0.450799394223721
0.12012012012012012,2.1259044388654993,1.2870124688381963,0.3355109950211707,0.45364349286229555
0.13013013013013014,2.358545420271706,1.3228267273396004,0.33130782504673795,0.44752654803206515
0.14014014014014015,2.105626401961959,1.2080525308691485,0.33100619716553054,0.4472610889463888
0.15015015015015015,2.314586185517629,1.1720080368095547,0.3318891767809874,0.44877143898706123
0.16016016016016016,2.682798140418739,1.3893295922023434,0.33459968789120353,0.45302171034835126
0.17017017017017017,2.383391411768863,1.3445637000957138,0.33369473314477716,0.4518471343496531
0.18018018018018017,2.462877734224547,1.8654761079149242,0.3417220210760648,0.46406900251642325
0.19019019019019018,2.3148538745365412,1.4737172136397945,0.33848389228374437,0.4593905560750883
0.20020020020020018,2.260460130843873,1.94368969146928,0.3489238447284793,0.4752267741254507
0.21021021021021022,2.8200707851278786,1.5539378444035945,0.34138958052112744,0.4640989440475944
0.22022022022022023,2.3565236490916566,1.8646964291967145,0.34357891946555497,0.46755353203922045
0.23023023023023023,2.31146086702426,1.8454086430808305,0.34822341417768177,0.4746876060156894
0.24024024024024024,2.6249743631732256,1.762976326872568,0.3439381684126043,0.46842356332038154
0.2502502502502503,2.453588173972904,1.847364560312015,0.3481436479004821,0.4748918471962458
0.2602602602602603,2.24308807246728,2.1164326070707697,0.3552753151431677,0.48574539919634824
0.2702702702702703,2.4190223158199604,2.0181468466727557,0.3501293334967696,0.4781782155210516
0.2802802802802803,2.713063898199051,2.0629253363179707,0.35194782886061843,0.4810532397623731
0.2902902902902903,2.404545734285543,1.789116945090759,0.34958071326051904,0.477645098487197
0.3003003003003003,2.6094804367761038,1.6977615345036552,0.34893268016440543,0.4768105944163621
0.3103103103103103,2.2756059411417486,2.2264694613407356,0.35957174728537794,0.49290152083194677
0.3203203203203203,2.5225430847309287,1.9722389885526022,0.3513952225309576,0.48076361070085666
0.3303303303303303,2.325053010230748,1.7740338817624326,0.35091051514189064,0.48015775357956836
0.34034034034034033,2.1264641036845817,2.125407364083653,0.3570159704773721,0.4894312479851922
0.35035035035035034,2.456458532434954,2.061611463765674,0.3542024403728935,0.4853201571220181
0.36036036036036034,2.5240044955643532,1.7650252055622377,0.35066648570666453,0.48011911291733284
0.37037037037037035,2.2506724637004862,1.9919857268332046,0.3542325604820015,0.4855645923274625
0.38038038038038036,2.142797426875614,2.0250873946553134,0.35996680724365343,0.4942556106408622
0.39039039039039036,2.3688608592763574,1.976154570257986,0.3546181743525043,0.48631539756478037
0.40040040040040037,1.9672114360318729,2.011573971017004,0.3587067156788003,0.4925238469355925
0.41041041041041043,1.9940817760749705,1.7138290419895843,0.35288433182458234,0.48385862871870194
0.42042042042042044,1.9538680162856723,1.9765460347203392,0.3577374239116322,0.49119916985234474
0.43043043043043044,1.5572677428503505,1.8005768046287098,0.3544147721100176,0.48626847219780833
0.44044044044044045,1.8177951061605389,1.726587066668877,0.35106776360038966,0.4812934546356807
0.45045045045045046,2.076050767408514,2.0296058863788313,0.3574355775269934,0.49088273064345206
0.46046046046046046,1.3168014897643692,2.0362223877751897,0.3589733731560222,0.4932188906763117
0.47047047047047047,1.6755056575898766,1.7122954992875714,0.3542389582284934,0.4861385048347952
0.4804804804804805,1.669874866464987,1.694690427292746,0.3525422310550904,0.4836062861403472
0.4904904904904905,1.5464303317812094,1.9490154104290636,0.35698096525302236,0.49026876776877726
0.5005005005005005,1.635676047014437,1.4812144419980737,0.349873138411689,0.47960279617169466
0.5105105105105106,1.5916380324710637,1.6320345038555673,0.35063964388317365,0.4807395988798601
0.5205205205205206,1.1332985162874714,1.513189897670577,0.3501676963096181,0.48000989290645024
0.5305305305305306,1.08953735636043,1.2423133590355255,0.34313778523470234,0.46943431527098023
0.5405405405405406,1.325387910970277,1.406402071145731,0.3481853431065385,0.4769659251047684
0.5505505505505506,1.4720198168878893,1.6716848313725357,0.35318587591522643,0.4844178997027358
0.5605605605605606,1.2159070568071841,1.019524963545226,0.3394721591813021,0.46378932859581234
0.5705705705705706,1.545883845004442,1.3014661132174485,0.3463088651794023,0.4739771544703657
0.5805805805805806,1.6123123773398125,1.3593958202057552,0.34644101092404994,0.4740988452249418
0.5905905905905906,0.9928089218247607,1.3598781800751762,0.3444013081153308,0.47095341896091153
0.6006006006006006,0.8205234862671661,1.339942331960456,0.3462666652006996,0.4736561971413224
0.6106106106106106,0.6738455404713715,1.3129987134217371,0.34567556467335525,0.47266487059855977
0.6206206206206206,1.2340029484506614,1.0082932709935792,0.3374608435111497,0.4602286702467143
0.6306306306306306,1.024814413016196,0.9115952112360514,0.3368630735852447,0.45920843774243253
0.6406406406406406,0.4877640690600789,1.1554330890339777,0.3414005441241166,0.46588159922260614
0.6506506506506506,0.3718143062060849,1.2474249377701188,0.3442914847399886,0.4700754998794849
0.6606606606606606,0.9020370482332718,0.7934203884437413,0.3397710104590549,0.4631428215352233
0.6706706706706707,0.6569960556089957,1.2769241144949939,0.3460207889836031,0.4723560835579948
0.6806806806806807,0.8703666240135899,1.3112637229333628,0.3474184305233598,0.4742817276256318
0.6906906906906907,0.46797575547542947,0.8073260470416063,0.33619748550221146,0.4572701142960045
0.7007007007007007,0.4339815054239312,0.6845403998540719,0.33319316867147164,0.452574109180874
0.7107107107107107,0.6589232497468923,0.6227544602262609,0.330653251874415,0.4485654220902925
0.7207207207207207,0.7441523753335242,1.04690974941837,0.3411034436116933,0.46403267637196294
0.7307307307307307,0.9750698332769963,0.6977889267931672,0.33740108479621367,0.4582619525284278
0.7407407407407407,0.5198100586096529,0.5259808297147051,0.32766371088897867,0.44342963139933594
0.7507507507507507,0.5206758738317767,0.20729377518868228,0.32566247486559674,0.4401925285833573
0.7607607607607607,1.1706210623257027,0.8614681492523495,0.33553573678999077,0.4547582787645464
0.7707707707707707,0.34078002745135616,0.4682629022699617,0.33114744661574574,0.4479229098738301
0.7807807807807807,0.387043220002391,0.7287416709115828,0.3351812003731802,0.45371192732276683
0.7907907907907907,0.8977786658668852,0.3206740740985618,0.3278860961660796,0.4424990979455064
0.8008008008008007,0.7881472170888303,0.22976619523706548,0.32735785123759814,0.44142812553823796
0.8108108108108109,0.7332597866763957,0.5268272702710839,0.33158377418023255,0.44748010910851355
0.8208208208208209,0.4582838479849722,0.70809435857814,0.3332338647390824,0.44966019250830436
0.8308308308308309,0.7881751436836392,0.708658990696405,0.33755577225657046,0.4558400020230911
0.8408408408408409,0.45741679961687687,0.41449638453907267,0.3292539237277547,0.44307633837073046
0.8508508508508509,0.32221899381448654,0.5441730599828842,0.3293318629859813,0.44287468538977004
0.8608608608608609,0.7144060411957831,0.8120143667840058,0.34133741700664244,0.4605569593989103
0.8708708708708709,0.6820181541955085,0.12428177602046303,0.32612702799342974,0.43740800722425893
0.8808808808808809,1.0153015202198268,0.49667916213916496,0.3270185323207346,0.43840477450491316
0.8908908908908909,0.9881113915498084,0.6822195551312519,0.33644322160913426,0.45219439719234533
0.9009009009009009,1.1309532812575869,0.4975454699607242,0.3344541023437545,0.44885659085834784
0.9109109109109109,0.8688372738222634,0.6046573407953961,0.3334644568140184,0.44701149197937423
0.9209209209209209,1.0324493103913126,0.5443207029400672,0.32842092121835564,0.4390792749627161
0.9309309309309309,1.0223409574998858,0.5309788345850452,0.3344919858799392,0.44781290233369747
0.9409409409409409,1.1847751504920876,0.4015342962846885,0.3284085387147106,0.43830893979586383
0.950950950950951,1.0626630690716006,0.2341811594504469,0.3259137516875888,0.43418238576809787
0.960960960960961,1.4396001992318919,0.6180716170953144,0.33310889512727515,0.44458539270437164
0.970970970970971,1.2920674419979588,0.5085474217523778,0.33249025144344385,0.4432626375119188
0.980980980980981,1.518746926899669,0.8218639952700815,0.3385881176247104,0.4520098251355136
0.990990990990991,1.143221070351868,0.5234234172335797,0.33805085145313807,0.4507997577116011
1.001001001001001,1.590979274693098,0.7138722613362599,0.34063289263823204,0.4542643660968113
1.011011011011011,1.8244736391830336,0.6717391434593383,0.3357618940476518,0.4465454065368115
1.021021021021021,1.494837371790921,0.7975593707822528,0.3387117301524396,0.45055397315231105
1.031031031031031,1.4095579553619377,0.7069145649535405,0.3384603390791229,0.44975726083086937
1.0410410410410411,1.8629507435391388,1.0446637704598534,0.34137449481707133,0.4537057233472014
1.0510510510510511,1.7091176337163851,0.767367072968241,0.33904971247659993,0.4497929310553404
1.0610610610610611,2.0142825623606466,1.1353215135336698,0.34589402239956335,0.4596312318554022
1.0710710710710711,2.2478902649111987,0.9654201200849446,0.34308796810380826,0.45499174790713204
1.0810810810810811,1.9017864298707092,1.0230486858746697,0.3471556876564531,0.4606609974828201
