Time,Throughput,Latency,CPU Usage,Memory Usage,num_vms
0.0,1.3509677936827296,1.0807742349461835,0.3248402997121934,0.4372604495682902,7
0.01001001001001,1.8144930758291145,1.4515944606632916,0.3333631579080264,0.4500447368620397,6
0.02002002002002,1.8902681441291576,1.5122145153033264,0.3347564371675963,0.4521346557513945,6
0.03003003003003,1.641173512931424,1.3129388103451394,0.3301763240630621,0.4452644860945931,5
0.04004004004004,1.6042905689695186,1.2834324551756149,0.3294981558738825,0.4442472338108237,4
0.05005005005005,1.6318630419278215,1.3054904335422577,0.3300051320544349,0.4450076980816523,4
0.06006006006006,1.758864360692732,1.407091488554186,0.3323403104626221,0.4485104656939331,5
0.07007007007007,1.689278225527863,1.3514225804222906,0.3310608273680647,0.4465912410520971,6
0.08008008008008,2.105533207814463,1.6844265662515705,0.3387145246397861,0.4580717869596791,6
0.09009009009009,1.9091639913023657,1.527331193041893,0.3351038758773074,0.4526558138159611,6
0.1001001001001,2.45675813580307,1.1756274657237105,0.3248402997121934,0.4372604495682902,5
0.1101101101101101,2.0268768119321914,1.4360379595640729,0.3337405040037158,0.450799394223721,4
0.1201201201201201,2.1259044388654997,1.2870124688381963,0.3355109950211707,0.4536434928622955,5
0.1301301301301301,2.358545420271706,1.3228267273396004,0.3313078250467379,0.4475265480320651,5
0.1401401401401401,2.105626401961959,1.2080525308691483,0.3310061971655305,0.4472610889463888,6
0.1501501501501501,2.314586185517629,1.172008036809555,0.3318891767809874,0.4487714389870612,5
0.1601601601601601,2.682798140418739,1.3893295922023434,0.3345996878912035,0.4530217103483512,6
0.1701701701701701,2.383391411768863,1.3445637000957138,0.3336947331447771,0.4518471343496531,7
0.1801801801801801,2.462877734224547,1.865476107914924,0.3417220210760648,0.4640690025164232,7
0.1901901901901901,2.314853874536541,1.4737172136397945,0.3384838922837443,0.4593905560750883,8
0.2002002002002001,2.260460130843873,1.94368969146928,0.3489238447284793,0.4752267741254507,9
0.2102102102102102,2.8200707851278786,1.5539378444035945,0.3413895805211274,0.4640989440475944,10
0.2202202202202202,2.356523649091657,1.8646964291967143,0.3435789194655549,0.4675535320392204,11
0.2302302302302302,2.31146086702426,1.8454086430808303,0.3482234141776817,0.4746876060156894,10
0.2402402402402402,2.6249743631732256,1.762976326872568,0.3439381684126043,0.4684235633203815,11
0.2502502502502503,2.453588173972904,1.847364560312015,0.3481436479004821,0.4748918471962458,12
0.2602602602602603,2.24308807246728,2.1164326070707697,0.3552753151431677,0.4857453991963482,12
0.2702702702702703,2.4190223158199604,2.018146846672756,0.3501293334967696,0.4781782155210516,11
0.2802802802802803,2.713063898199051,2.0629253363179707,0.3519478288606184,0.4810532397623731,12
0.2902902902902903,2.404545734285543,1.789116945090759,0.349580713260519,0.477645098487197,11
0.3003003003003003,2.609480436776104,1.6977615345036552,0.3489326801644054,0.4768105944163621,10
0.3103103103103103,2.2756059411417486,2.226469461340736,0.3595717472853779,0.4929015208319467,10
0.3203203203203203,2.5225430847309287,1.9722389885526024,0.3513952225309576,0.4807636107008566,11
0.3303303303303303,2.325053010230748,1.7740338817624326,0.3509105151418906,0.4801577535795683,12
0.3403403403403403,2.1264641036845817,2.125407364083653,0.3570159704773721,0.4894312479851922,12
0.3503503503503503,2.456458532434954,2.061611463765674,0.3542024403728935,0.4853201571220181,11
0.3603603603603603,2.524004495564353,1.7650252055622375,0.3506664857066645,0.4801191129173328,10
0.3703703703703703,2.2506724637004862,1.9919857268332049,0.3542325604820015,0.4855645923274625,11
0.3803803803803803,2.142797426875614,2.0250873946553134,0.3599668072436534,0.4942556106408622,10
0.3903903903903903,2.3688608592763574,1.976154570257986,0.3546181743525043,0.4863153975647803,11
0.4004004004004003,1.9672114360318729,2.011573971017004,0.3587067156788003,0.4925238469355925,12
0.4104104104104104,1.9940817760749705,1.7138290419895843,0.3528843318245823,0.4838586287187019,11
0.4204204204204204,1.9538680162856723,1.9765460347203392,0.3577374239116322,0.4911991698523447,11
0.4304304304304304,1.5572677428503503,1.8005768046287098,0.3544147721100176,0.4862684721978083,12
0.4404404404404404,1.8177951061605389,1.726587066668877,0.3510677636003896,0.4812934546356807,13
0.4504504504504504,2.076050767408514,2.0296058863788318,0.3574355775269934,0.490882730643452,13
0.4604604604604604,1.3168014897643692,2.0362223877751897,0.3589733731560222,0.4932188906763117,14
0.4704704704704704,1.6755056575898766,1.7122954992875714,0.3542389582284934,0.4861385048347952,13
0.4804804804804805,1.669874866464987,1.694690427292746,0.3525422310550904,0.4836062861403472,14
0.4904904904904905,1.5464303317812094,1.949015410429064,0.3569809652530223,0.4902687677687772,13
0.5005005005005005,1.635676047014437,1.4812144419980735,0.349873138411689,0.4796027961716946,12
0.5105105105105106,1.5916380324710635,1.6320345038555673,0.3506396438831736,0.4807395988798601,13
0.5205205205205206,1.1332985162874714,1.513189897670577,0.3501676963096181,0.4800098929064502,14
0.5305305305305306,1.08953735636043,1.2423133590355255,0.3431377852347023,0.4694343152709802,14
0.5405405405405406,1.325387910970277,1.406402071145731,0.3481853431065385,0.4769659251047684,14
0.5505505505505506,1.4720198168878893,1.6716848313725357,0.3531858759152264,0.4844178997027358,15
0.5605605605605606,1.215907056807184,1.019524963545226,0.3394721591813021,0.4637893285958123,15
0.5705705705705706,1.545883845004442,1.3014661132174483,0.3463088651794023,0.4739771544703657,15
0.5805805805805806,1.6123123773398125,1.3593958202057552,0.3464410109240499,0.4740988452249418,15
0.5905905905905906,0.9928089218247608,1.3598781800751762,0.3444013081153308,0.4709534189609115,14
0.6006006006006006,0.8205234862671661,1.339942331960456,0.3462666652006996,0.4736561971413224,14
0.6106106106106106,0.6738455404713715,1.3129987134217371,0.3456755646733552,0.4726648705985597,13
0.6206206206206206,1.2340029484506614,1.0082932709935792,0.3374608435111497,0.4602286702467143,13
0.6306306306306306,1.024814413016196,0.9115952112360514,0.3368630735852447,0.4592084377424325,14
0.6406406406406406,0.4877640690600789,1.1554330890339777,0.3414005441241166,0.4658815992226061,15
0.6506506506506506,0.3718143062060849,1.2474249377701188,0.3442914847399886,0.4700754998794849,14
0.6606606606606606,0.9020370482332718,0.7934203884437413,0.3397710104590549,0.4631428215352233,14
0.6706706706706707,0.6569960556089957,1.276924114494994,0.3460207889836031,0.4723560835579948,14
0.6806806806806807,0.8703666240135899,1.3112637229333628,0.3474184305233598,0.4742817276256318,14
0.6906906906906907,0.4679757554754294,0.8073260470416063,0.3361974855022114,0.4572701142960045,13
0.7007007007007007,0.4339815054239312,0.6845403998540719,0.3331931686714716,0.452574109180874,14
0.7107107107107107,0.6589232497468923,0.6227544602262609,0.330653251874415,0.4485654220902925,15
0.7207207207207207,0.7441523753335242,1.04690974941837,0.3411034436116933,0.4640326763719629,16
0.7307307307307307,0.9750698332769964,0.6977889267931672,0.3374010847962136,0.4582619525284278,16
0.7407407407407407,0.5198100586096529,0.5259808297147051,0.3276637108889786,0.4434296313993359,17
0.7507507507507507,0.5206758738317767,0.2072937751886822,0.3256624748655967,0.4401925285833573,17
0.7607607607607607,1.1706210623257027,0.8614681492523495,0.3355357367899907,0.4547582787645464,17
0.7707707707707707,0.3407800274513561,0.4682629022699617,0.3311474466157457,0.4479229098738301,17
0.7807807807807807,0.387043220002391,0.7287416709115828,0.3351812003731802,0.4537119273227668,16
0.7907907907907907,0.8977786658668852,0.3206740740985618,0.3278860961660796,0.4424990979455064,16
0.8008008008008007,0.7881472170888303,0.2297661952370654,0.3273578512375981,0.4414281255382379,16
0.8108108108108109,0.7332597866763957,0.5268272702710839,0.3315837741802325,0.4474801091085135,17
0.8208208208208209,0.4582838479849722,0.70809435857814,0.3332338647390824,0.4496601925083043,17
0.8308308308308309,0.7881751436836392,0.708658990696405,0.3375557722565704,0.4558400020230911,17
0.8408408408408409,0.4574167996168768,0.4144963845390726,0.3292539237277547,0.4430763383707304,17
